Policy No,Client Name,Premium
L113127,Monique Moody,64697.88
L113128,Shelby Avila,166125.69
L113129,Anthony Mcmillan,182089.2
L113130,Steven Adams,56370.43
L113131,Joseph Watson,159772.29
L113132,Philip Lopez,212393.39
L113133,Heather Quinn,179310.89
L113134,Joseph Juarez,74806.75
L113135,Ronald Cruz,186573.4
L113136,Regina Espinoza,160427.9
L113137,Daniel Chen,85746.42
L113138,Nathan Bell,98065.05
L113139,Molly Drake,158681.19
L113140,Chad Lam,82359.49
L113141,Crystal Taylor,131419.4
L113142,Sheri Hernandez,152994.82
L113143,Heather Ramirez,230465.64
L113144,Daniel Smith,159621.01
L113145,Kimberly Pearson,130421.44
L113146,John Rocha,23686.26
L113147,Jamie Hampton,7130.11
L113148,Amanda Thomas,161837.22
L113149,Steven Hunter,33565.49
L113150,Alyssa Hanna,145972.55
L113151,Leonard Diaz,75310.73
L113152,Shane Carpenter,205330.65
L113153,Elizabeth Riggs,151638.95
L113154,Susan Collier,8029.66
L113155,Brian Garcia,143978.94
L113156,Sally Baker PhD,177432.49
L113157,Olivia Morales,183922.58
L113158,Abigail Ross,93482.74
L113159,Laura Bishop,86953.99
L113160,Jessica Lane,87365.75
L113161,Kevin Lambert,102775.6
L113162,Nancy Mullins,161940.86
L113163,David Mccann,243615.6
L113164,Eric Myers,238418.8
L113165,Jennifer Gibson,57834.32
L113166,Alan Duffy,202436.9
L113167,Sarah Keller,72100.64
L113168,Veronica Barnes,12336.03
L113169,Elizabeth Walsh,180452.94
L113170,Julie Lyons,247446.53
L113171,Harry Sanford,90700.92
L113172,Chad Scott,30270.51
L113173,Grant Garcia,35379.83
L113174,Nichole Michael,121853.46
L113175,Peter Cardenas,78395.49
L113176,Lucas Martin,33104.45
L113177,Christian Jones,160010.78
L113178,Patrick Carr,51807.44
L113179,Natasha Rhodes,172134.76
L113180,Jonathon Williams,226440.35
L113181,Paul Evans,228987.23
L113182,Jason Goodwin,160029.21
L113183,Jacob Reed,11167.54
L113184,Anthony Villanueva,63446.82
L113185,Jamie Carlson,108004.53
L113186,Robert Colon,98924.98
L113187,Marvin Anderson,38892.43
L113188,Jeff Kramer,25600.69
L113189,Alex Porter,226898.49
L113190,Stacey Reeves,46384.96
L113191,Courtney Wilson,179714.4
L113192,Teresa Turner,215905.03
L113193,Steve Payne,135010.1
L113194,Patricia Lloyd,182357.91
L113195,Kimberly Montes,48330.41
L113196,Richard Wilson,117364.28
L113197,Jennifer Turner,154215.39
L113198,Dustin Hatfield,155367.18
L113199,Kyle Wilson,8980.34
L113200,Donna Lane,172289.19
L113201,Edward White,198855.55
L113202,Cindy Owens,96077.69
L113203,Ralph Dixon,227350.82
L113204,Gregory Juarez,157504.0
L113205,Emily Williams,99401.49
L113206,John Oconnor,80253.1
L113207,Paul Miller,42435.05
L113208,Daniel Mcknight,40801.81
L113209,Jacob Floyd,173733.15
L113210,Crystal Miller,38665.45
L113211,Timothy Jones,235601.61
L113212,Melvin Spencer,191446.99
L113213,Mr. David Cross,220085.74
L113214,John Barrera,182757.95
L113215,Meghan Gomez,238392.3
L113216,Donna Thomas,242928.48
L113217,Emily Snyder,214020.13
L113218,Travis Hunt,220464.27
L113219,William Brown,214610.55
L113220,Duane Reilly,210730.2
L113221,Julie Carlson,25148.46
L113222,Emily Lee,131000.44
L113223,Thomas Middleton,190386.07
L113224,Maria Kidd,78665.81
L113225,Kathy Meyer,167850.67
L113226,Alyssa Hernandez PhD,51974.97
L113227,Heather Parker,217739.68
L113228,Jason Ho,213054.79
L113229,Carla Wright,11465.52
L113230,Candace Vasquez,141446.94
L113231,Robert Ward,138896.55
L113232,Dawn Pearson,51680.5
L113233,Allen Singh,155713.05
L113234,Susan Macias,161659.58
L113235,David Smith,238053.85
L113236,Brenda Allen,44097.54
L113237,Kayla Mcintyre,206244.85
L113238,Kevin Richardson,25153.83
L113239,Carmen Fields,237858.85
L113240,Christopher Frye,17598.17
L113241,Jeffery Perez,77422.09
L113242,Kimberly Wolf,70140.5
L113243,Melissa Sullivan,189865.03
L113244,Jennifer Stevens,96269.58
L113245,Philip Arnold,235591.7
L113246,Jonathan Vega,94951.51
L113247,Vicki Graham,149796.97
L113248,Cameron Villa,233781.51
L113249,Amy Willis,143406.78
L113250,Amy Reeves,159308.05
L113251,Mr. Tyler Ingram,243574.98
L113252,Melanie Simmons,215745.47
L113253,Kevin Rivera,166473.86
L113254,Leslie Allen,83833.72
L113255,Anna Johnson,38700.89
L113256,Crystal Miller,26842.19
L113257,Natalie Freeman,170264.65
L113258,Stephanie Morgan,101512.73
L113259,Rebecca Smith,243792.36
L113260,Justin Nichols,70369.19
L113261,Alexis Hoffman,211715.43
L113262,Lorraine Brewer,147032.37
L113263,Amy Price,216568.05
L113264,Shane Armstrong,222480.29
L113265,Larry Clayton,249766.56
L113266,Megan Jones,234455.76
L113267,Leslie Fisher,128052.92
L113268,Katherine Gonzalez,81299.35
L113269,James Barnes,201524.65
L113270,Norman Barnett,100803.74
L113271,Dana Wolfe,8707.59
L113272,Michael Becker,159056.82
L113273,Stephanie Harding,248124.76
L113274,Carl Cohen,219694.09
L113275,Kyle Moore,104842.25
L113276,Erin Roberts,225553.37
L113277,Jeffrey Williams,215430.47
L113278,Ian Jensen,74239.88
L113279,Gregory Hall,224589.61
L113280,Vanessa Fletcher,190080.72
L113281,Destiny Shaw,32133.08
L113282,Gloria Hardy,157097.85
L113283,Sandra Brown,74453.37
L113284,Anthony Carlson,121156.32
L113285,Anita Sullivan,234951.65
L113286,Christina Johnson,48347.55
L113287,James Odonnell,119488.55
L113288,Norman Faulkner,60376.46
L113289,Philip Baker,196187.74
L113290,Harry Ward,52994.29
L113291,Jessica Moon,165058.97
L113292,Emily Thomas,35144.73
L113293,Danielle Mcdaniel,238262.14
L113294,Randy Anthony,208359.23
L113295,Jessica Gregory,65872.82
L113296,Lindsay Thompson,178594.87
L113297,Deborah Wilkerson,139854.78
L113298,Matthew Stewart,196042.35
L113299,Stephen Hahn,86524.71
L113300,Eugene Jones,8559.44
L113301,Tiffany Jones,216787.42
L113302,Robert Yang,178469.46
L113303,Joseph Butler,162611.25
L113304,Joseph Payne DDS,146388.09
L113305,Carrie Macdonald,86150.75
L113306,Jacob Franklin,241970.05
L113307,Joseph Lawson,59965.75
L113308,Dr. Victor Anderson,72324.06
L113309,Diana Gardner,215884.18
L113310,Katrina Collins,141934.22
L113311,Dalton Brooks,219357.51
L113312,Tamara Gallagher,35117.16
L113313,Jennifer Duarte DDS,134495.62
L113314,Savannah Pacheco,117761.8
L113315,Daniel Smith,83033.57
L113316,Zachary Delacruz,218531.81
L113317,Rachel Moran,24547.38
L113318,Hannah Rodriguez,165387.16
L113319,Charles Perry,58853.65
L113320,Albert Ross,230641.71
L113321,Amy Sanchez,224630.82
L113322,Brandon French,177579.6
L113323,Sierra Cole,182502.27
L113324,Wendy Burton,160413.1
L113325,Ashley Hoffman,228571.8
L113326,Jessica Lee,17894.95
L113327,Samantha Martinez,206182.5
L113328,Johnny Haley,80612.74
L113329,Erica Sullivan,135154.1
L113330,Anthony Barker,229690.15
L113331,Christopher Hicks,66670.67
L113332,Elijah Estrada,120552.25
L113333,Kristy Pace,98809.98
L113334,Lisa Webb,204266.54
L113335,Ronald Fleming,33680.53
L113336,Brandon Daugherty,36948.13
L113337,Meghan Mcdowell,188166.43
L113338,Jack James,212250.66
L113339,Michael Fisher,34182.55
L113340,Nathan Barker,162251.91
L113341,Nicole Garcia,234780.47
L113342,Lucas Mcfarland,193773.84
L113343,Heather Evans,11324.99
L113344,Alexander Cook,73371.97
L113345,Brandon Meza,188199.85
L113346,Tanya Andrade,180897.11
L113347,Suzanne Montgomery,127033.35
L113348,Heather Graves,147037.22
L113349,Jason Smith,34712.17
L113350,Lynn Thompson,112136.98
L113351,Michael Drake,66308.41
L113352,Robert Logan,60256.72
L113353,Ryan Burton,67951.87
L113354,Robert Vaughan,110748.71
L113355,Melissa Murray,69519.08
L113356,Terry Delacruz,130244.8
L113357,Dr. Joseph Kennedy,168868.97
L113358,Veronica Perez,184764.21
L113359,Elizabeth Stephens,104768.72
L113360,Randy Taylor,100186.64
L113361,Kevin Brown,59672.29
L113362,Amber Brooks,233240.38
L113363,John Thompson,215927.68
L113364,Cynthia Moore,33826.92
L113365,Vincent Mitchell,110089.68
L113366,Megan Price,238424.34
L113367,Jay Mccall,76417.77
L113368,Vanessa Davis,185939.95
L113369,Daniel Castro,48006.22
L113370,Gabriella Thomas,24336.7
L113371,Connor Johnson,141011.89
L113372,Anna Richard,39726.8
L113373,James Reyes,79675.21
L113374,Christina Brown,94398.71
L113375,Kiara Costa,187356.6
L113376,Eric Williams,127311.11
L113377,Dale Bell,192743.98
L113378,Tiffany Jones,53558.05
L113379,Krystal Lopez,157697.22
L113380,Albert Buchanan,197917.03
L113381,Dennis Lopez,13484.87
L113382,Samantha Perkins,178563.36
L113383,Jay Hernandez,119475.51
L113384,Donna Cook,137098.24
L113385,Bradley Robinson,20379.99
L113386,Ann Mcintyre,176612.0
L113387,Deborah Anderson,187769.74
L113388,Judy Wells,85457.18
L113389,Benjamin Owens,38907.92
L113390,Gregory Henry,168106.1
L113391,Nicholas Hull,107341.75
L113392,Jacqueline Warren,231427.04
L113393,Cindy Avila,75013.92
L113394,Willie Smith,209473.9
L113395,Monica Griffin,156085.66
L113396,Lisa Watts,206038.12
L113397,Steven Moore,111963.31
L113398,Joseph Wong,186449.35
L113399,Eddie Davidson,130667.83
L113400,Valerie Davis,96440.95
L113401,Madeline Smith,187444.51
L113402,Justin Rivera,233531.11
L113403,Lauren Munoz,180499.92
L113404,Michael Johnson,113900.07
L113405,Dawn Carrillo,180240.65
L113406,Amanda Carney,169111.35
L113407,Brandon Ward,237573.71
L113408,Anthony Jacobson,66852.51
L113409,Charles Jackson,177447.36
L113410,Victoria Gonzales,130592.78
L113411,John Taylor,24071.7
L113412,Julia Day,204908.28
L113413,Kathleen Turner,227796.05
L113414,Andrea Franklin,62083.34
L113415,Ashley Martinez,216439.71
L113416,Sara Tran,241752.87
L113417,Autumn Copeland,185691.11
L113418,Tina Jacobs,69765.43
L113419,Kelly Braun,140147.45
L113420,Kim Stevens,129761.43
L113421,Kelly Ford,81320.84
L113422,John Haas,233355.2
L113423,Morgan Schultz,186421.67
L113424,Dakota Bentley,135243.23
L113425,David Barajas,149251.14
L113426,David Henry,209469.78
L113427,Jessica Hansen,8083.63
L113428,Eric Reed,229393.9
L113429,Eric Landry,231851.57
L113430,Kevin Fischer,176775.54
L113431,Katherine Cole,115779.61
L113432,Daniel Martin,167326.87
L113433,Gail Anderson MD,135278.15
L113434,Gina Mathews,196426.43
L113435,Erin Nelson PhD,174139.67
L113436,Joel Harrison,203463.64
L113437,Robert Lee,43394.08
L113438,Jennifer Anderson,171680.0
L113439,Anthony Sloan,129422.41
L113440,Daniel Reynolds,186746.79
L113441,Christina Hicks,96875.19
L113442,Joel Martinez,245687.73
L113443,Kelly Holmes,179676.47
L113444,Jason Munoz,216484.42
L113445,Tara Blevins,248088.61
L113446,Randall Obrien,83975.67
L113447,Karen Ruiz,218332.36
L113448,Charles Davis,22558.7
L113449,Russell Rios,116129.99
L113450,Jessica Moran,217163.34
L113451,Zachary Powell,50259.08
L113452,Shelley Stewart,124938.04
L113453,Christine Castillo,63696.89
L113454,Christopher Liu,80552.04
L113455,Briana Silva,34389.86
L113456,Alex Keller,192647.92
L113457,Charles Chavez,15268.58
L113458,Nichole Banks,67045.29
L113459,Raymond Villa,24473.7
L113460,Holly Odom,60179.63
L113461,Jonathan Bishop,88734.98
L113462,Matthew Todd,31189.0
L113463,Jennifer Castillo,94683.86
L113464,Natalie Ryan,116494.96
L113465,Stephanie Martinez,42557.49
L113466,Rickey Gould,218248.82
L113467,Daniel Lee,118579.27
L113468,Lauren James,65291.85
L113469,Cindy Simon,206666.36
L113470,Lisa Grant,34594.62
L113471,Robert Kaiser,13436.32
L113472,James Douglas,9376.96
L113473,Ronald Jackson,160262.99
L113474,John Hall,92155.19
L113475,Leslie Neal,182330.49
L113476,Mr. Mark Miller Jr.,123542.7
L113477,Ashley Howell,48149.65
L113478,Mark Daniel,123593.34
L113479,Colleen Moore,131629.29
L113480,Robert Moore,64365.89
L113481,Michael Williams,156880.82
L113482,Eric Howell,173422.97
L113483,Donna Vasquez,116149.2
L113484,Emily Martinez,158904.24
L113485,Carrie Perry,80358.11
L113486,Dennis Pearson,244346.28
L113487,Stefanie Terry,108466.81
L113488,Joseph Jimenez,207148.26
L113489,Virginia Russell,120284.75
L113490,Heather Stone,211853.51
L113491,Lauren Ochoa,206921.62
L113492,David Petersen,194039.18
L113493,Alicia Phelps DDS,217882.7
L113494,Philip Morrison,184507.05
L113495,Angela Sweeney,173320.52
L113496,Eric Castillo,236678.34
L113497,Matthew Yu,215405.42
L113498,Katherine Hanson,197808.51
L113499,Beth Koch,96516.33
L113500,Larry Sims,36912.6
L113501,Jimmy Wagner,169853.68
L113502,Alyssa Ford,9444.77
L113503,Julia Bryant,115335.08
L113504,Kristin Kelly,142667.17
L113505,Nathaniel Mckenzie,36757.56
L113506,Rachel Johnson,68474.6
L113507,Brett Delgado,113524.4
L113508,Ms. Laura Rodriguez,203588.69
L113509,Kyle Waters,152680.68
L113510,Thomas Smith,69134.13
L113511,Katelyn Castro,94400.87
L113512,Rhonda Roberts,190382.87
L113513,Lori Rogers,127304.92
L113514,Pamela Gross,92442.56
L113515,Angela Sims,75879.53
L113516,Brad Porter,137451.87
L113517,Amy Hunter,163066.31
L113518,Betty Castillo,109619.54
L113519,Kelly Johnson,130668.16
L113520,Eric Lawrence,155808.96
L113521,Shawn Taylor,238914.72
L113522,Joel Stanley,118241.39
L113523,Shaun Pugh,240192.44
L113524,Anna Woodard,242423.99
L113525,Matthew Price,135838.6
L113526,April Oconnell,46465.65
L113527,James Figueroa,71287.24
L113528,Charlene Caldwell MD,14994.5
L113529,Jose Cervantes,229627.98
L113530,Mrs. Holly Bell,248653.71
L113531,Victoria Gonzalez,218908.73
L113532,Alex Banks,139632.54
L113533,Todd Henry,66716.26
L113534,Joshua Galloway,153186.43
L113535,Thomas Davis,39281.19
L113536,Todd Evans,14600.28
L113537,Lydia Rogers,90652.49
L113538,Christine Goodwin,158591.23
L113539,William Cooper,203176.57
L113540,Derrick Burns,11503.1
L113541,Mr. Keith Singleton,169933.31
L113542,Deborah Perez DDS,63418.44
L113543,Sheila Jones,151434.95
L113544,Emily Stewart,238370.14
L113545,Sabrina Brady,25631.22
L113546,Katie Johnston,29725.13
L113547,Kaitlyn Wright,148067.79
L113548,Kimberly Carter,207031.96
L113549,Valerie Hodges,139962.26
L113550,Zachary Taylor,68448.62
L113551,Kyle Mcdonald,207966.04
L113552,Elizabeth Bruce,144832.11
L113553,Natalie Tran,193371.43
L113554,Christina Stewart,51990.07
L113555,Jessica May,60442.59
L113556,Patrick Walker,106853.22
L113557,Wendy Gregory,211606.52
L113558,Crystal Harris,176477.4
L113559,Jose Wu,8423.06
L113560,William Bean,197552.0
L113561,Miranda Brooks,242146.25
L113562,Tammy Kemp,129441.83
L113563,Mr. John Orozco Jr.,12738.83
L113564,Heather Hubbard,137926.58
L113565,Kyle Hall,194098.12
L113566,Peter Munoz,205055.54
L113567,Linda Baker,182960.49
L113568,Daniel French,99821.82
L113569,Mrs. Jennifer Brown,85680.66
L113570,Amy Rios,80659.88
L113571,Veronica Wilson,201201.68
L113572,Jamie Ryan,10784.76
L113573,Tammy Gomez,104038.01
L113574,Katie Johnson,138660.0
L113575,Ronald Avery,20730.08
L113576,George Mcbride,222575.94
L113577,Rachel Wilson,30068.79
L113578,William Snyder,144221.14
L113579,Kelly Jones,86931.91
L113580,Courtney Wong,69735.87
L113581,Renee Garrett,129673.08
L113582,Kathleen Jennings,118447.71
L113583,Tina Decker,169808.32
L113584,Christopher Smith,95107.79
L113585,Barbara Parker,95540.93
L113586,Patrick Garza,72511.75
L113587,Danielle Gomez,144686.58
L113588,Joanna Carter,108897.11
L113589,Keith Garcia,219452.67
L113590,Catherine Whitaker,49231.79
L113591,Jennifer Salas DDS,76961.32
L113592,Jesse Bentley,76093.06
L113593,Matthew Edwards,82433.86
L113594,Alisha Wilkins,181275.35
L113595,Alexander Young,174618.89
L113596,Charles Riggs,137592.36
L113597,Scott Thornton,101339.03
L113598,Kelly Miller,169451.41
L113599,Jennifer Allen,10082.05
L113600,Nicole Richards,174977.83
L113601,Lawrence Lester,175717.3
L113602,Samantha Salas,40133.41
L113603,James West,167895.2
L113604,Deborah Graham,237719.38
L113605,Heidi Newman,65410.79
L113606,Diana Sandoval,41595.38
L113607,Adam Fisher,175936.46
L113608,Ashley Nelson,128450.85
L113609,Donna Hebert,239908.12
L113610,Vincent Russell MD,160289.05
L113611,Jessica Reed,111888.69
L113612,Andrew Morris,167166.37
L113613,Cynthia Fischer,44394.06
L113614,Angela Moore,93165.54
L113615,Sean Cox,96802.6
L113616,Ashley Williams,105533.77
L113617,Caleb Turner,134902.36
L113618,Joshua Yates Jr.,108814.5
L113619,Ann Hardy,228290.27
L113620,Robert Diaz,146491.52
L113621,Christine Russo,117281.18
L113622,Katherine Harris,93469.52
L113623,Joshua Russell,13732.95
L113624,Adam Stephens,209514.85
L113625,Destiny Young,53406.75
L113626,Tyler Thompson,18413.15
L113627,Alisha Christensen,120602.06
L113628,Kayla Jenkins,52245.35
L113629,Eric Hughes,246492.18
L113630,Hector Eaton,181214.13
L113631,Gwendolyn Sanchez,182407.8
L113632,Matthew Cox,95314.64
L113633,Jessica Mahoney,170228.56
L113634,Jerry Green,105903.49
L113635,Kevin Scott,122394.8
L113636,Alicia Brown,130666.74
L113637,Diane Lopez,190340.2
L113638,Diana Brennan,136522.84
L113639,Elizabeth Jensen,178796.96
L113640,Johnny Hatfield,87705.54
L113641,Diane Vaughn,203639.69
L113642,Regina Jenkins,165403.41
L113643,Jacob Smith,112396.0
L113644,Angel Horton,144698.05
L113645,Jordan Lewis,94373.61
L113646,Ann Meyers,238477.84
L113647,David Moore,194618.99
L113648,William Pennington,141575.47
L113649,Jordan Nelson,98307.83
L113650,Matthew Jenkins III,98166.65
L113651,Brian Ford,145689.25
L113652,Steven Bowers,206234.37
L113653,Robert Willis,56016.21
L113654,Adam Hudson,230133.02
L113655,Alicia Lucas,46539.82
L113656,Cheyenne Miles,109563.47
L113657,Ronald Baker,28163.02
L113658,Aaron Ellis,172881.21
L113659,Thomas Smith,106837.0
L113660,Cindy Watkins,210358.74
L113661,Maria Anderson,152586.41
L113662,Jennifer Watts,90568.39
L113663,Catherine Olson,43426.26
L113664,Kenneth Johnson,186776.25
L113665,Michael Salazar,89510.99
L113666,Michelle Barton,144866.21
L113667,Elizabeth Moore,169198.24
L113668,Tiffany Hernandez,14888.95
L113669,Ashley Anderson,168591.49
L113670,Frances Rivera,22918.05
L113671,Lisa Tran,232464.71
L113672,Kendra Shaw,125835.91
L113673,Jade Davis,76509.77
L113674,Jordan Calhoun,230683.75
L113675,Jessica Richardson,181760.5
L113676,Stephanie Gonzalez,79854.61
L113677,Joseph Sawyer,128340.55
L113678,Daniel Berry,212219.7
L113679,Michael Ward,153446.05
L113680,Rick Baker,47002.28
L113681,Robert Thompson,16136.62
L113682,Lisa Jackson,223385.9
L113683,Phillip Martinez,129080.99
L113684,Morgan Malone,231651.12
L113685,Kelly Dixon,243517.72
L113686,Jesse Hopkins,176323.23
L113687,Mrs. Brittany Strong,88303.18
L113688,Matthew Baker,70396.07
L113689,Ana Francis,188761.37
L113690,Andrew Mathis,76161.75
L113691,Nicole Parker,238901.41
L113692,Sean Kennedy,89091.79
L113693,Kenneth Garrison Jr.,225611.56
L113694,Timothy Brennan,7892.67
L113695,David Robinson,150791.45
L113696,Melissa Johnson,108170.0
L113697,Jake Anderson,71111.39
L113698,Phyllis Wells,152603.39
L113699,Daniel Novak,176446.18
L113700,Mark Wolf,78343.7
L113701,Julia Haley,43165.86
L113702,Joshua Koch,243963.79
L113703,Nathan Kaufman,204370.32
L113704,Eugene Hernandez MD,231264.45
L113705,Matthew Bridges,25565.51
L113706,Eric Woodard,106760.58
L113707,Alyssa Spencer,30292.84
L113708,David Burke,53349.5
L113709,Vanessa Collins,173685.11
L113710,William Mcguire,126321.39
L113711,Brittany Stephens,217838.65
L113712,Jaime Walker,39311.42
L113713,Mark Lucas,174370.49
L113714,Lisa Jones,141582.85
L113715,Carlos Garrett,66390.47
L113716,Tina Cohen,172173.85
L113717,Bianca Norman,36023.35
L113718,Patricia Lawson,179548.82
L113719,Elizabeth Mcdonald,127921.32
L113720,Alexander Dyer,196414.72
L113721,Mr. Paul Jones,205492.12
L113722,Joshua Aguilar,136789.81
L113723,Stephanie Newton,87765.47
L113724,Bruce Jones,178514.35
L113725,Philip Wallace,199876.44
L113726,Joshua Vega,222169.86
L113727,Sharon Bridges,51246.54
L113728,Natalie Dorsey,91845.08
L113729,Terry Mathis,223165.25
L113730,Dustin Curry,167124.13
L113731,Carolyn Lopez,72003.45
L113732,Mary Farmer,135026.05
L113733,Elizabeth Garcia,9936.74
L113734,Matthew Garcia,225610.16
L113735,Lee French MD,127729.83
L113736,Michael Hansen,169311.8
L113737,Katherine Williams,29533.13
L113738,Casey Jenkins,150931.44
L113739,Jocelyn Bishop,178993.32
L113740,Diana Tucker,247750.09
L113741,Diana Sims,125673.92
L113742,Allison Sullivan,233615.12
